"url","user","data","ulasan","tanggapan","histori"
"https://play-lh.googleusercontent.com/a/ACg8ocK96btvxL4q3fjITUtofMpntmnJyV0QDwSFM3wZpUp5ezhhNyk=s32-rw-mo","YT MANN","18 Desember 2025","bug atau emang udah jadi sejarah monton setiap season itu pasti ada yang namanya lag sinyal kita bagus sinyal in game ngelag tolong di perbaiki server nya atau sinyal nya kita yang niat nya mau main malah nangung sabar ngelag","13 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocIFSW9rCsV0Wrj3ZO0n1TqI-vufqqhaMI3a-IS3tKDgn8AQcw=s32-rw-mo","Dendy Blee","21 Desember 2025","anehnya setiap war selalu lag dan saat ada kendala lag pasti kalah, jaringan hijau pas war lngsung merah, kalo di kasih win jaringan aman"" aja , season lalu g seperti ini, baru awal season sudah remek , serasa penuh setingan","7 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocIG4Rg5_ale0KUgGMob_xJgGP4_3D-J4Mi9DmLEremFJV--2w=s32-rw-mo","Eagle Nusantara Jaya","18 Desember 2025","game ini sangat bagus,banyak pengalaman yg sayadapat,walau sering ketemu tim tolol tapi oke GK masalah karna setiap orang memiliki hari bagus ny,game ini memberikan pengalaman bagu,mengajarkan kita membuat strategi,dan membuat kita belajar kompak.Trimakasih telah membuat game ini yaa ;)","3 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjV8hWLbA_2KBLBuSFIeDDCkSeIuD2ixlDWzE41Cs_xLihUrzYZr=s32-rw","Naufal Shidqi Althaf Rizqullah","22 Desember 2025","jadi developer kurang tegas. Apalah main tiba² lag, sinyal hijau padahal, apasihh, lama² nggk jelas aja nih games, colab muluk, tapi jaringan gk jelas tiba², anehh.","6 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWFeI-C1t3_tSbr1a45FYitf0TJk6RB83Sp4hL94BY33kk5Agc=s32-rw","Nur Kholifah","24 Desember 2025","asli nya bagus ya tapi apa apa ini selalu patah patah padahal jaringan bagus bgt Deket wifi padahal depan nya pas lagi dan pas draft pick terakhir itu kan ada hitung mundur lah itu selalu aja patah patah sampai di penampilan nya. terus pas itu aku selalu ketinggalan Level karena patah patah itu aku sudah muak banget sampai nih hp pernah gue bantingin sangking kesel nya karena lama banget buat memulai permainan benci banget karena gitu bikin akun gue jelek di katain karena afk anj padahal skil ok","2 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocIx9QefRkAZTfY5E_xKZqALt76EsH4THASrG-yXL5pLKf1aNQ=s32-rw-mo","Mas Nyok","23 Desember 2025","capek sekali gua main dari tadi dikasih tim bot,terus padahal sinyal gua lancar,tapi buat main langsung berubah menjadi ngelag,habis di upgrade kok malah gak enak buat main yah,trimakasih","3 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocISQFjwS4Wwzsi2OFB8ztCFQQBLsiqLdA7JloxxqII5qs2kyg=s32-rw-mo","Fizrah Satrio Pratama","26 Desember 2025","game bodok, habis update kebanyakan ngelek apaan coba. mau cari hiburan bukan cari emosi, sdh cukup lah ketemu tim saber roam, musuh full tank. gini di fix kek apa kek, biar makin nyaman orang main. sibuk Collab sana sini bug gak di urusin mana tiap bulan update trs lagi. next di perbaiki bug nya biar enak orang main jangan mau di untungnya aja","4 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjWbGbExHkgpTadNxFAWuwSCCDwfAqWrAaCRHKWX3hqJl3wodv09=s32-rw","belex madab","22 Desember 2025","gamenya bagus dan juga seru buat rame² ataupun sendiri, tapi plis buat moonton setiap matchmaking buat solo, duo, trio, plislah kasihlah lawan yg seimbang, rank saya glory saya pernah nabrak imo, sedang tim saya malah dapet honor sama Romawi, plis lah moonton kasih lawan dan kawan yg seimbang jangan asal pilih, setiap saya solo timnya malah gak sekuat lawannya, dan saat saya party, lawannya malah di atas kami semua, jadi buat moonton plis lahh di perhatiin lagi waktu matchmaking","7 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjVtWEJYLM-3twKZfFZSFWUma6Xx7ZjsgIhulix-xCCRNPALB4TDDw=s32-rw","Rex","22 Desember 2025","teruntuk moonton saya punya beberapa masalah terkait dengan hack akun. semenjak season baru ini banyak akun teman saya yang kena hack entah bagaimana caranya, saya harap pihak moonton bisa memperbaiki masalah ini agar para player merasa tenang dan aman. saya harap untuk sistem keamanan akun di perkuat lagi.","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXNaWxrNuVqE09A-VRRWxLAMzL-CZrDJywp-N4F2dth3aKPB-g=s32-rw","Tri Kustanto matori","24 Desember 2025","Semakin parah gamenya. teman satu tim tidak seimbang. update semakin gak jelas, setelah update lag parah. tapi player yang kena hukuman dan pengurangan angka. jika ada yg feeder tidak langsung di kenakan sangsi. uninstal saja gamenya. main game lain..","3 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocIwnPnCv-kyWF-1eYWkHdv-OOx1wIVBEu4hTcdPRzBDrzoj7Q=s32-rw-mo","Hsiq Farhan","22 Desember 2025","game bagus tapi kadang kadang banyak cheater wifi lancar tpi lag terus pas main wifi dirumah lancar jaringan merah banyak bot yg joki juga jadi gatau cara main terus jaadi lose streak mohon diperbaiki sama kalo ada orang yg stuck epic/legend terus bisa immortal dalam waktu yg cepat mohon beri hukuman soalnya itu merugikan orang lain kalau dia tidak bisa main terus buat orang lose streak gimana game bakal sepi","5 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJTl3SWP6tX3vLDAeMxtY-IseMZBfEC3_yRkYmq-H6vOlueMw=s32-rw-mo","Jansen Loveldo","20 Desember 2025","servernya lag ping saya bagus tapi di dalam game tidak seperti itu, lalu untuk pembagian tim nya tidak adil karna di tim saya banyak yg tidak bisa main sedan kan musuh lihai dalam permainan","11 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocI2VuqWQloX77eA1pqd3tfFn4Ffm0gn4THzeG14LYfTYC1viA=s32-rw-mo","jemmy lie wibowo","24 Desember 2025","game nya udh oke dari segi apa pun keren tapi ada masalah saat akhir draft pick yaitu kalo mau tuker Hero sama player lain itu ribet bahkan Hero yang harusnya xp jadi pake retri sedangkan asasin kusus jungle malah pake spel lain","1 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjXwYitE9-cyeFk3GJ99bF72NHzpZhs3X5DyKZAtJMN0VFYs4O9c=s32-rw","DEKA MAWANSYAH","23 Desember 2025","game terburuk sepanjang masa; -tidak ada keseimbangan antara hero pada game -kebanyakan item tidak cocok dengan Hero yang ada -nerf Hero yang berlebih-lebihan dan penyesuaian yang sangat tidak sesuai pada kebanyakan Hero dalam game -pembagian rekan team tidak sesuai dan sangat tidak seimbang -fps sangat buruk -setiap update terbaru memberikan layanan terburuk berupa informasi tentang penyesuaian,nerf dan buff pada Hero tertentu seharusnya nerf dan buff hanya berlaku pada item saja! konyol!","3 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocKK8fopUM_g7_af6MHkioGt1S91QHcRtFfzu96UgcQDNbq1=s32-rw-mo","Frikha Augustina","24 Desember 2025","ini kenapa ya sinyal saya oke banget tapi ngga bisa masuk rank match pke segala ktanya gangguan internet giliran mode lainnya bisa lancar banget malah mana kredit skor berkurang mulu perkara ga bisa masuk match, game aneh mau hapus akun jga sayang banget udah top up berkali kali","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVQ8irSZ-6Lv_sM_i1gawrx8jbWIUdHbmLWFv_pjl-vLbBRPdEk=s32-rw","Herdiansyah Permana Soziallity","18 Desember 2025","Beres update langsung ngelag jir ping merah patah patah padahal sinyal bagus pake wifi juga pas di cek nonton yt bagus di pake main ml lag, kayaknya servernya bermasalah dehh... tolong diperbaiki secepatnya. 🙏🏻","15 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocLzmnOzy8JCIdBZMQCkgGm08zRK43lEKgLMG-s0A4dLRnhKig=s32-rw-mo","Agus Agustian","21 Desember 2025","apa apaan ini monton setelah saya main rank tiba-tiba lek parah gak bisa gerak padahal jaringan gw lancar banget , terus sudah update tapi tetap gak bisa masuk game monton game ampassss😡😠😠🤬 andai bisa memilih tidak ada bintang gak ikhlas gua kasih bintang walaupun hanya satu mengecewakan.game mu bermasalah monton tolong lahh","6 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocJq740FaiEKYRq7pEVeRRdjbtn7l9iliCkt54mvWZi9Twrlvg=s32-rw-mo","Chelsea McDonald","18 Desember 2025","GAME ANCUR!banyak bug sekarang,sering lag,dapat tim yang gabener,sedangkan tim musuh malah kompak,SEGERA DIPERBAIKI!!","559 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVfyNqqsYjpKXoycknANE1EB9l3N8L5eA42Z_cImE5SKsjC_u-M=s32-rw","dwiaris","25 Desember 2025","mohon diperbaiki untuk sistem waktu tunggu matchmaking yg terlalu lama butuh waktu minimal 1 menit untuk mendapatkan sebuah pertandingan belum lagi ada pemain yg dengan sengaja tidak masuk ke pertandingan alhasil harus menunggu lagi untuk mendapat pertandingan baru","5 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjUE3CGqg4irO-TOxwNiRNl5_mIKsCtkLmH-sYUvhZIDeJ0aU4IV=s32-rw","Syailendra Wijaya","18 Desember 2025","sangat tidak menyenangkan, sehabis season main sinyal sangat tidak stabil & sangat mempengaruhi pertandingan. lebih baik benahi sistem dulu agar player bisa bermain dengan nyaman. terimakasih","11 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjWls5vXIEZAl1_9uQ3tb9xaHIXBVZAyqFCj6dQ2U5wM5Wo3dGc=s32-rw","Keylendra Ahmad","23 Desember 2025","assalamualaikum warahmatullahi untuk aplikasi mobile legends ini kenapa selalu kayak ngesetuck di ml nya seperti kaya pas lagi login nih terus tiba² ngestuck logonya, meskipun saya udah ulangin lagi tetep ngestuck logo ml. mohon kepada mobile legends benerin lagi biar gak ngestuck lagi terima kasih.","3 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJdINJhVvLC6SoBJaDAbcRAJZNgeHWZhwtjqHJigY12NUfDFg=s32-rw-mo","Reli Religious","25 Desember 2025","Game ini sangat tidak bagus. Banyak masalah dan sama sekali tidak menyenangkan untuk dimainkan. jadi saya meminta anda untuk jangan pernah bermain game ini. kalo anda memaksa untuk memainkan ini game itu hanya akan membuang-buang waktu anda dan anda dapat merasakan ""setres"". *TERIMAKASIH*","",""
"https://play-lh.googleusercontent.com/a/ACg8ocLk9LmMMW25QuDvdkPoV_Cr0RevQxmm_vac2njABPpR9z-slw=s32-rw-mo","seruni zalll","26 Desember 2025","mohon untuk segera di perbaiki, entah bug atau apa, tapi pas di draft pick suka ngelag mulu jadi suka susah kalo mau ganti emblem, harap di perhatikan lagi, sama match making suka gajelas suka berat sebelah","2 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocLltOHUZCD_3dbgo4EWkjwZJZnBaya-OPPPtVunFv5b9c6gTg=s32-rw-mo","Rama Kader","21 Desember 2025","apasih mulai nga baik ML ini, sementara main ko, menghubungkan kembali, jika anda mmasih mengalami masalah, silakan hubungi customer,,, dari game sampai aku coba relog malah gitu Mulu sampai sekarang,,, coba buka apk lain lancar"" aja","5 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUE6r-4RHva62a9NNZ9p-yrAo9ub5apVTXhOA0zWBCi6wJSreDm=s32-rw","MY YOUR NAME","25 Desember 2025","kepada pihak moonton yang terhormat mohon sistemnya di perbaiki yaa soalnya setiap mau masuk dalam battle nya pasti terjadi lag sehingga masuknya lama saya sering masuk didetik 40 keatas dan itu sangat berpengaruh sama peforma main saya bersama tim.","2 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocIOF_14HmDSImniLATUa-DmHlrweQZy370eS-J8ojuLVhK6qQ=s32-rw-mo","resti damaiyanti","23 Desember 2025","lama main game moba memang sangat menyengkan tpi sering juga rasa nya terbawa perasaan saat solo rank ngga adil di epic sampe berbulan² dapat musuh keras² dapat tim aduhai bikin ngelus dada berkali² sering kalah dari pada menang saat loading aman jaringan saat main lag minta ampun pengen banting hp rasa nya tolong lah yg seimbang kami juga pake modal main ini selain top up kuota juga tolonglah monton yg seimbang kalo kasih lawan","3 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocKzoaDoBG5YJicTdPvQcd6kItAL6bVzVDnvTaFzFN2BZSf-=s32-rw-mo","rizky Alkahfihh","22 Desember 2025","game nya mudah , tapi kalah terus Udah kalah hampir 10 kali bikin mood orang rusak lain kali bikin game benar dikit ya , bukan bikin orang terhibur main game nya tapi bikin naik darah sama stress kalo gak niat buat hiburan gak usah buat game lagi.. moonton...","5 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjXYJkkOSasxAFfx160M5Tjju5JwEJnNgu5QYjURDftkS3WFmbfUqw=s32-rw","Aldo Davianata","20 Desember 2025","Moonton please laah kasih menang masa saya sudah menang MCL kemarin terus pas main di rank di kasih tim yang tidak pas dengan playernya kalok bisa samain lah biar adil samain tim dan musuh jangan dikasih tim yang tidak sama dengan mainya player yang hebat kalok bisa adill lah please makanya kok no 2 kwkwkwk sini dikasih team bot sedangkan musuhnya player hadeuhhh cape main game ni","9 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjV-qPCyX4qpBhRrSziiaxnbSWvClExyKzc85Pqli_PWilb8w6C0=s32-rw","Liamipa Lestari","22 Desember 2025","geme hina sekali , selver ga bnr , pembagian tim juga asalan ,geme gajelas benerin dong selver nya udah pake wifi aja leg parah , pembagian tim beda banget ga adil , gua mythic biasa ketemu musuh mythic imortal sangat ga adil , sedangkan tim gua pangkat nya legend sampe lebih rendah , ini geme di kasih bintang 1 tetep ga patut , nih geme juga update muluk tapi selver ga di benerin juga , leg parah banget pake wifi/Kouta sama aja leg nya padahal bgs sinyal gua , developer nya ngapain aja coba","5 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocJM_l3tP4EiJGP_JA3JyhojIowLNCGPrOkS9Dpx_uFpQNcv4A=s32-rw-mo","Edi Susanto","20 Desember 2025","ini game makin ke sini makin jelek apalagi pas turun season masa pas main gw lag parah sedangkan wifi gw bagus hijau hijau aj. terus dapet tim ga berguna semua sedangkan musuh jago nya luar biasa nyesel gw mainin ni game sama top up buat ini game.","9 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocK2o2emGfUtEvlBZXZTZ7kFtPuP_Vlq0x94_RGj0NJKIOYrDg=s32-rw-mo","Juna Game","25 Desember 2025","gimana ya, soal nya pas aku masuk game nya lama banget dan harus loh ulang trus pas lagi draf pick lag parah mau ganti skin patah patah. padahal HP lancar internet lancar cuma game nya aj g lancar. trus tim nya milih janggel malah pick miya apa ga bundir gw kalo gini trus","",""
"https://play-lh.googleusercontent.com/a/ACg8ocKtbjqnHdLz9se6WZj9Sko6IXJZqkwlk9k3mTBCe5SxUYMt1Q=s32-rw-mo","Yoko Aryo Bimo","19 Desember 2025","monton tolong kalo kasih tim itu yg waras , aku main dapet timnya serasa bot/komputer males main jadinya ,setiap main kalah teruss lagi , sama tolong kenapa kalo main sekarang suka ngeleg ngeleg padahal sinyal nya bagus🙏🏻🙏🏻","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjX_ZxLiscRxIcmYqcHUPdkj1x9S5N3a8hxdHG77jp7WQzs7VCio=s32-rw","Al-Khay Hakim","21 Desember 2025","jelekk, grafik dah burik,losetreak mulu, dikasih team yg isinya beban, jelekkk banget dah pokoknya,padahal aku player epik (badak) tapi musuhnya dikasih yg udah pro, pokoknya pengalaman aku maen game ini burukkkk, jelekkk, gak nyamannn, udah dah kalo boleh ngasih bintang 0 aku ngasih bintang 0 , kalo disuruh rate, aku bakal ngasih -1/10","7 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocKE7gkOS1fEJVnMOs8WkPmpw_hbw8TKuUkR_3lyZ3YSz1H6ow=s32-rw-mo","Daud Candra","19 Desember 2025","Aku main kemarin tiba tiba leg semua gamenya bagus sih tapi tolong lah masalah jaringan diperbaiki leg nya gk kayak dulu masih bagus,dapet tim gk imbang woi plis lah jan kasih tim yg aneh lah entah julian roam fanny roam ngaco bet nih kalau ngasih tim","10 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocLW6xcZcpbWqkauGr9hGAq_nfcLm96DbhQJwtxj0DG9duGmMQ=s32-rw-mo","Bodong Samiren","18 Desember 2025","kenapa disaat menemukan pertandingan TPI tidak bisa akses masuk . dan ada pemberitahuan sinyal tidak stabil padahal sinyal baik2 saja","165 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVRaT5z_qrybLdXRo3WGsme7Sb42UvazA-LJSfU6wise8qNxspK=s32-rw","Donquixote Akbar","26 Desember 2025","apalah moonton ini. setelah update kemarin, susah sekali masuk gamenya. loading di walpaper sora mulu lah aku, stuck disitu. udah aku perbaiki konten, hapus cache, restart hape, bersihin ram. semua sudah ku coba tapi gak bisa masuk mlbb-nya. ini pihak moonton gimana solusinya? ku kasih bintang 1 dulu lah ini. kalau sudah di fix ku kasih bintang 5 nya. terimakasih","4 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjX078l_mht1SdAv2hvO4xe9HjBTwLTi2cXiwg2pc5gfBZQbgzI=s32-rw","Ihsan Lsm","24 Desember 2025","ini game udah mulai hancur,, lelet tiba tiba padahal sinyan bagus,, kalo udah kalah sekali pasti kalah berkali kali sampai 10 x kalah dan habis kalah pasti macting nya sangat lama ada yng 10 menit lama nya macting,, saya yakin banyak player mulai jijik sama game ini,,,smoge semua nya pindah ke game sebelah ,, lebih masuk akal,, kalo main kita bagus gak akan turun. rank walau kalah akibat tim lol,,yg penting poin bagus gak akan turun rank,,, engak kayak gem asu ini","9 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjVStHoalnf9Iw1PMe2C2xzIQumfNWw49rt1wosJslxJfbmqljw=s32-rw","noob player","19 Desember 2025","Gua saranin ya monton Server lu di tambahin lagi kapasitasnya masa game Segede ini Setelah update jaringan ga stabil Mulu.Lu gak kasian sampe player lu yang ngeleg Dan akhirnya pindah game? eh moonton seharusnya lu lebih kembangin sistem dan difitur buat game lu bukan nambah skin Collab Mulu kita pemain itu butuh Sistem dan fitur yang baik kalo skin itu nomor 2.","11 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocIS-kTmzBurrZuEnS72G0yMPWRyk-H8iXcuj03MvZiaA7DBIw=s32-rw-mo","Muliyani","19 Desember 2025","game ampas. woiii knp servernya lemot ini.. sebelum jam 12 malam woii kalo mau restart di umumin dong jangan seenaknya saja. servernya di perbaiki server ampas ini bener bener masa game besar server ampas kayak gini gak bisa jalan sama sekali haduh parah nie servernya. .","",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVQGHaPKM6bbAqr352J4NAx1GM9gQwn3kBMJLm-PtfB2zMAUts=s32-rw","Kanaya Khairunisa","25 Desember 2025","makin aneh, kalau update itu gausah nambah nambahin fitur fitur gajelas yang bikin game makin berat, terutama di lore nya, banyak banget yang di ubah, couple hayabusa sama Kagura malah di ganti jadi hayabusa dan Hanabi, apa apaan? gajelas banget moonton","2 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjW02XLlKJ6tZDHPK5XxQFRXMnPaU1cRuKxl7ubXvXshmpW48Q0=s32-rw","Ega Arjuna","10 November 2025","Game tambah berat, jaringan sering tidak stabil, matchmaching juga patah patah padahal divice saya sudah oke, sejak update patch baru kerusakan sering terjadi seperti ngefreez saat masuk ke game, keluar saat saya melihat- lihat quest di event. saya harap developer dapat menangani kerusakan yang terjadi sekarang. mobile legends sudah tidak seru jika seperti ini terus.","297 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJohd3VSnz0ha7EkJGi0Lo13DxmJnyVFL8wXn0iZItIB8-QSg=s32-rw-mo","Borank Takahara","23 Desember 2025","tim ga seimbang mekanik tim yang aneh mulu & dikasih sinyal yang jelek mulu bikin game makin susah sama ngeselin banget kalah mulu bikin stres banget ditambah lagi kalo pake pulsa tiba tiba suruh hubungkan apa hubungannya sinyal sama pulsa sinyal buruk game ngeleg mulu","21 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjWqEOZy4tYhMe5FjELHkVGy-hRoVdjTYuB-KQO2d2kd6cBhMRlx=s32-rw","Gung 23","25 Desember 2025","game nggak enak sangat susah untuk naik rank, sekali menang di kasih kalah terus Ampe kita stres karna di kasih kalah trs, trs satu tim nya pun di kasih dark sistem terus, bikin emosi trs Ama di kasih musuh yang lebih jago apa lagi selalu di kasih musuh partian gw sebagai player solo sangat emosi karna moonton kek seolah sengaja di seting seperti itu agak kita emosi kek di bikin emosi ajh terus Ama moonton, lama"" jdi agak males main ni game ☹️","2 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUZe8FMErJyxCT20qZqhUD4fP-F1exWNWRxz1vISbdL_KWrYxlT=s32-rw","Agatha Septian","20 Desember 2025","kenapa ketika rank masih gm atau epik tim nya gak ngerti main ada yang mati Mulu ada yang retri nya gak pas tolong moonton jika ada player yang seperti itu di hilang kan saja atau tidak di perbolehkan bermain rank sebelum main nya jago, pemain yang seperti itu sangat merugikan player yang ingin push rank","11 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocKh_LqF5CSn4CPLgDxOQtpR3V0p1BZonhgbFyEW082WjNEONg=s32-rw-mo","Rainol Ajo","21 Desember 2025","saya tidak suka saat saya login menggunakan akun moonton untuk pindah akun lain email saya sudah benar dan juga passwor tapi tombol login itu tidak berwarna bahkan saya menghubungi cs anda tapi kalian menjawab akan mencoba memperbaikinya, mana padahal itu akun kesayangan ku","7 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocK0x08e2Y4e38foM4u9dPJTwiI1AChxfJFevM6432jk_MsUIw=s32-rw-mo","Nur Yulia","24 Desember 2025","Untuk yang merasa keseimbangan match making ga adil kalian bisa main HOK, percuma main kalo di kasih perbedaan tim bagaikan langit dan bumi. musuh mantan imortal tim mantan legend, gimana mau imbang. perbaiki dulu nilai 5 untuk mu.","3 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocK3dkOD_ml-8R98WaOSufJGeICWNc53W_CUvIX1_-RpbFClQw=s32-rw-mo","muzaky rendra","24 Desember 2025","gamenya sudah bagus tapi tolong klo maen solo ketemu musuhnya juga harus solo ini ketemunya yang partyan mlu, apalah kena mute padahal cuma ngetik ""minta ajarin sm fny"" gjls bintang satu ls terus capekdan juga perbaiki untuk masalah jaringan padahal data saya bagus² saja terus tiba lag lag dan maju maju sendiri apalah nih game, ngeleg mulu anying updatean terbaru","3 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocI4afdA9mN9wEOjnC6OSebpz6-JBWuunaI_dCUvz75PVtioiQ=s32-rw-mo","Flycess Flycess","21 Desember 2025","Perbaiki JARINGAN nya, jelek bangett.. giliran war pada lag, giliran udah mati malah lancar, pdhal pake wifi + data!!! GAME RUSAK!","6 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjUp4_C3W6pwtkcOrobL0Gc8GZ9KSVIK5BratnMXIUAqU9eHkJs=s32-rw","Deihan Ayub","19 Desember 2025","banyak bug, leg jaringan yang tidak jelas. jaringan bagus Season ini dengan naik turun mythic 4 x dan baru kali ini saya merasakan nyaa .. dengan game memberikan team solo yang sangat tidak jelas.. untuk nickname saya Lumiere​᭄এ😊 sekian Terimakasih","11 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjWvmlKaAXW76NUjABTC1lA1MCSDlLlaIot6FZAsXITz17SDMtpM=s32-rw","Agung Suryo","18 Desember 2025","Tolong dong kalau mau nambahin Hero baru jangan bentukan manusia terus kesannya kayak bosen aja gitu dengan konsepnya moba fantasi, kedepannya tolong tambah hero yang berbentuk selain manusia dongg seperti monster, atau robot mungkin.","","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a/ACg8ocKwSNmssiklshVRBwQ7HlSfmjPi928mzDyQ3c68hjRAMYoMVA=s32-rw-mo","pebalap","23 Desember 2025","kau buat game ngotak laa, main random publik ga sesuai sama musuh, tim kau kasi spek hewan, gabisa kau filter yang mana yang bisa main sama yang dongo ppk. mikirin skin cepat, mikirin player gada samsek makin aneh ni game","3 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a-/ALV-UjVuFR-6IsLpeecvdA_OwhVE36aqk6mdlua8KK2QUrvz4AcxJYMO=s32-rw","Cyrey Adrian Pratama","20 Desember 2025","woy developer klo mau buat event atau gk update, bnerin dlu server lu tlol. setiap ada event atau gk update patch terbru pasti ada aja kendalanya kyk sinyal sering naik turun, sering relog sndri, yang terakhir sinyal internet udah bagus tapi pas ingame atau war malah langsung lag. SEKALI2 DENGERIN PLAYER LU MONTOD","14 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
"https://play-lh.googleusercontent.com/a-/ALV-UjW5YDlgDhJas_7n-oETi_hPXPeIexaUFbsMJJYFkZkr5dnEsAvz=s32-rw","Alfrendra Harianto","20 Desember 2025","GAME GJ udah jaringan lag GAME BUAT ORANG STRES BUAT MAKIN GILA!!! tim kita bot buanget musuh nya jago nggak ADIL!!! udah jaringannya lag buangett tolong diperbaiki sistem nya, MENDING HAPUS AJA GAME INI!!!, kalo nggak mau dihapus perbaiki jaringannya montoon aku stres montoon gara gara KAU!!!","2 orang merasa ulasan ini berguna",""
"https://play-lh.googleusercontent.com/a/ACg8ocJrPRAk-Cr_pwcslsIya934IT2ghoL0AEES6__SoFuNyFrpJA=s32-rw-mo","RIZAL Aja","22 Desember 2025","Saat ini saya sedang stress saat main ml,saya jadi gila karna tim yang jago dan bisa gendong saya saat bermain renk,dan untuk jaringan nya sangat lancar sampai lancar nya saya sampai nangis dan stress ringan,dan untuk game nya sangat di rekomendasikan untuk orang yang menderita ganguan jiwa jadi game ini rekomen banget untuk orang yang terkena ganguan jiwa seperti saya.","2 orang merasa ulasan ini berguna","Tampilkan histori ulasan"
