ulasan,stopword_removed,processed_text,stemming_data
"gamenya bagus dan juga seru buat rame² ataupun sendiri, tapi plis buat moonton setiap matchmaking buat solo, duo, trio, plislah kasihlah lawan yg seimbang, rank saya glory saya pernah nabrak imo, sedang tim saya malah dapet honor sama Romawi, plis lah moonton kasih lawan dan kawan yg seimbang jangan asal pilih, setiap saya solo timnya malah gak sekuat lawannya, dan saat saya party, lawannya malah di atas kami semua, jadi buat moonton plis lahh di perhatiin lagi waktu matchmaking",gamenya bagus juga seru buat rame ataupun sendiri plis buat moonton matchmaking buat solo duo trio plislah kasihlah lawan yg seimbang rank glory pernah nabrak imo sedang tim malah dapet honor sama romawi plis lah moonton kasih lawan kawan yg seimbang jangan asal pilih solo timnya malah gak sekuat lawannya saat saya party lawannya malah atas semua jadi buat moonton plis lahh perhatiin waktu matchmaking,gamenya bagus juga seru buat rame atau sendiri plis buat moonton matchmaking buat solo duo trio plislah kasih lawan yg imbang rank glory pernah nabrak imo sedang tim malah dapet honor sama romawi plis lah moonton kasih lawan kawan yg imbang jangan asal pilih solo tim malah gak kuat lawan saat saya party lawan malah atas semua jadi buat moonton plis lahh perhatiin waktu matchmaking,gamenya bagus juga seru buat rame atau sendiri plis buat moonton matchmaking buat solo duo trio plislah kasih lawan yg imbang rank glory pernah nabrak imo sedang tim malah dapet honor sama romawi plis lah moonton kasih lawan kawan yg imbang jangan asal pilih solo tim malah gak kuat lawan saat saya party lawan malah atas semua jadi buat moonton plis lahh perhatiin waktu matchmaking
"teruntuk moonton saya punya beberapa masalah terkait dengan hack akun. semenjak season baru ini banyak akun teman saya yang kena hack entah bagaimana caranya, saya harap pihak moonton bisa memperbaiki masalah ini agar para player merasa tenang dan aman. saya harap untuk sistem keamanan akun di perkuat lagi.",teruntuk moonton punya beberapa masalah terkait hack akun semenjak season baru banyak akun teman yang kena hack entah bagaimana caranya harap pihak moonton memperbaiki masalah agar player merasa tenang aman harap sistem keamanan akun perkuat,untuk moonton punya beberapa masalah kait hack akun semenjak season baru banyak akun teman yang kena hack entah bagaimana cara harap pihak moonton baik masalah agar player rasa tenang aman harap sistem aman akun kuat,untuk moonton punya beberapa masalah kait hack akun semenjak season baru banyak akun teman yang kena hack entah bagaimana cara harap pihak moonton baik masalah agar player rasa tenang aman harap sistem aman akun kuat
"Semakin parah gamenya. teman satu tim tidak seimbang. update semakin gak jelas, setelah update lag parah. tapi player yang kena hukuman dan pengurangan angka. jika ada yg feeder tidak langsung di kenakan sangsi. uninstal saja gamenya. main game lain..",semakin parah gamenya teman satu tim seimbang update semakin gak jelas update lag parah player kena hukuman pengurangan angka ada yg feeder langsung kenakan sangsi uninstal gamenya main game,makin parah gamenya teman satu tim imbang update makin gak jelas update lag parah player kena hukum kurang angka ada yg feeder langsung kena sangsi uninstal gamenya main game,makin parah gamenya teman satu tim imbang update makin gak jelas update lag parah player kena hukum kurang angka ada yg feeder langsung kena sangsi uninstal gamenya main game
game bagus tapi kadang kadang banyak cheater wifi lancar tpi lag terus pas main wifi dirumah lancar jaringan merah banyak bot yg joki juga jadi gatau cara main terus jaadi lose streak mohon diperbaiki sama kalo ada orang yg stuck epic/legend terus bisa immortal dalam waktu yg cepat mohon beri hukuman soalnya itu merugikan orang lain kalau dia tidak bisa main terus buat orang lose streak gimana game bakal sepi,game bagus kadang kadang banyak cheater wifi lancar tpi lag terus pas main wifi dirumah lancar jaringan merah banyak bot yg joki jadi gatau cara main terus jaadi lose streak mohon diperbaiki sama kalo orang yg stuck epic legend terus immortal waktu yg cepat mohon beri hukuman soalnya merugikan orang kalau tidak main terus buat orang lose streak gimana game bakal sepi,game bagus kadang kadang banyak cheater wifi lancar tpi lag terus pas main wifi rumah lancar jaring merah banyak bot yg joki jadi gatau cara main terus jaadi lose streak mohon baik sama kalo orang yg stuck epic legend terus immortal waktu yg cepat mohon beri hukum soal rugi orang kalau tidak main terus buat orang lose streak gimana game bakal sepi,game bagus kadang kadang banyak cheater wifi lancar tpi lag terus pas main wifi rumah lancar jaring merah banyak bot yg joki jadi gatau cara main terus jaadi lose streak mohon baik sama kalo orang yg stuck epic legend terus immortal waktu yg cepat mohon beri hukum soal rugi orang kalau tidak main terus buat orang lose streak gimana game bakal sepi
"servernya lag ping saya bagus tapi di dalam game tidak seperti itu, lalu untuk pembagian tim nya tidak adil karna di tim saya banyak yg tidak bisa main sedan kan musuh lihai dalam permainan",servernya lag ping bagus game seperti lalu pembagian tim nya adil karna di tim banyak yg bisa main sedan kan musuh lihai permainan,servernya lag ping bagus game seperti lalu bagi tim nya adil karna di tim banyak yg bisa main sedan kan musuh lihai main,servernya lag ping bagus game seperti lalu bagi tim nya adil karna di tim banyak yg bisa main sedan kan musuh lihai main
game nya udh oke dari segi apa pun keren tapi ada masalah saat akhir draft pick yaitu kalo mau tuker Hero sama player lain itu ribet bahkan Hero yang harusnya xp jadi pake retri sedangkan asasin kusus jungle malah pake spel lain,game nya udh oke segi apa keren ada masalah akhir draft pick kalo mau tuker hero sama player itu ribet bahkan hero harusnya xp jadi pake retri asasin kusus jungle malah pake spel,game nya udh oke segi apa keren ada masalah akhir draft pick kalo mau tuker hero sama player itu ribet bahkan hero harus xp jadi pake retri asasin sus jungle malah pake spel,game nya udh oke segi apa keren ada masalah akhir draft pick kalo mau tuker hero sama player itu ribet bahkan hero harus xp jadi pake retri asasin sus jungle malah pake spel
"game terburuk sepanjang masa; -tidak ada keseimbangan antara hero pada game -kebanyakan item tidak cocok dengan Hero yang ada -nerf Hero yang berlebih-lebihan dan penyesuaian yang sangat tidak sesuai pada kebanyakan Hero dalam game -pembagian rekan team tidak sesuai dan sangat tidak seimbang -fps sangat buruk -setiap update terbaru memberikan layanan terburuk berupa informasi tentang penyesuaian,nerf dan buff pada Hero tertentu seharusnya nerf dan buff hanya berlaku pada item saja! konyol!",game terburuk sepanjang masa ada keseimbangan hero game kebanyakan item cocok hero ada nerf hero berlebih lebihan penyesuaian sangat sesuai kebanyakan hero game pembagian rekan team sesuai sangat seimbang fps sangat buruk update terbaru memberikan layanan terburuk berupa informasi penyesuaian nerf buff hero tertentu nerf buff berlaku item konyol,game buruk panjang masa ada imbang hero game banyak item cocok hero ada nerf hero lebih lebih sesuai sangat sesuai banyak hero game bagi rekan team sesuai sangat imbang fps sangat buruk update baru beri layan buruk upa informasi sesuai nerf buff hero tentu nerf buff laku item konyol,game buruk panjang masa ada imbang hero game banyak item cocok hero ada nerf hero lebih lebih sesuai sangat sesuai banyak hero game bagi rekan team sesuai sangat imbang fps sangat buruk update baru beri layan buruk upa informasi sesuai nerf buff hero tentu nerf buff laku item konyol
"ini kenapa ya sinyal saya oke banget tapi ngga bisa masuk rank match pke segala ktanya gangguan internet giliran mode lainnya bisa lancar banget malah mana kredit skor berkurang mulu perkara ga bisa masuk match, game aneh mau hapus akun jga sayang banget udah top up berkali kali",kenapa sinyal oke banget ngga masuk rank match pke segala ktanya gangguan internet giliran mode lainnya lancar banget malah mana kredit skor berkurang mulu perkara ga masuk match game aneh mau hapus akun jga sayang banget udah top up berkali kali,kenapa sinyal oke banget ngga masuk rank match pke segala ktanya ganggu internet gilir mode lain lancar banget malah mana kredit skor kurang mulu perkara ga masuk match game aneh mau hapus akun jga sayang banget udah top up kali kali,kenapa sinyal oke banget ngga masuk rank match pke segala ktanya ganggu internet gilir mode lain lancar banget malah mana kredit skor kurang mulu perkara ga masuk match game aneh mau hapus akun jga sayang banget udah top up kali kali
"Beres update langsung ngelag jir ping merah patah patah padahal sinyal bagus pake wifi juga pas di cek nonton yt bagus di pake main ml lag, kayaknya servernya bermasalah dehh... tolong diperbaiki secepatnya. 🙏🏻",beres update langsung ngelag jir ping merah patah patah padahal sinyal bagus pake wifi pas cek nonton yt bagus pake main ml lag kayaknya servernya bermasalah dehh diperbaiki secepatnya,beres update langsung ngelag jir ping merah patah patah padahal sinyal bagus pake wifi pas cek nonton yt bagus pake main ml lag kayak servernya masalah dehh baik cepat,beres update langsung ngelag jir ping merah patah patah padahal sinyal bagus pake wifi pas cek nonton yt bagus pake main ml lag kayak servernya masalah dehh baik cepat
"apa apaan ini monton setelah saya main rank tiba-tiba lek parah gak bisa gerak padahal jaringan gw lancar banget , terus sudah update tapi tetap gak bisa masuk game monton game ampassss😡😠😠🤬 andai bisa memilih tidak ada bintang gak ikhlas gua kasih bintang walaupun hanya satu mengecewakan.game mu bermasalah monton tolong lahh",apa apaan monton saya main rank tiba tiba lek parah gak gerak padahal jaringan gw lancar banget terus update tetap gak masuk game monton game ampassss andai memilih ada bintang gak ikhlas gua kasih bintang walaupun satu mengecewakan game mu bermasalah monton lahh,apa apa monton saya main rank tiba tiba lek parah gak gerak padahal jaring gw lancar banget terus update tetap gak masuk game monton game ampassss andai pilih ada bintang gak ikhlas gua kasih bintang walaupun satu kecewa game mu masalah monton lahh,apa apa monton saya main rank tiba tiba lek parah gak gerak padahal jaring gw lancar banget terus update tetap gak masuk game monton game ampassss andai pilih ada bintang gak ikhlas gua kasih bintang walaupun satu kecewa game mu masalah monton lahh
"GAME ANCUR!banyak bug sekarang,sering lag,dapat tim yang gabener,sedangkan tim musuh malah kompak,SEGERA DIPERBAIKI!!",game ancur banyak bug sekarang sering lag tim gabener tim musuh malah kompak segera diperbaiki,game ancur banyak bug sekarang sering lag tim gabener tim musuh malah kompak segera baik,game ancur banyak bug sekarang sering lag tim gabener tim musuh malah kompak segera baik
mohon diperbaiki untuk sistem waktu tunggu matchmaking yg terlalu lama butuh waktu minimal 1 menit untuk mendapatkan sebuah pertandingan belum lagi ada pemain yg dengan sengaja tidak masuk ke pertandingan alhasil harus menunggu lagi untuk mendapat pertandingan baru,mohon diperbaiki sistem waktu tunggu matchmaking yg terlalu lama butuh waktu minimal menit mendapatkan sebuah pertandingan pemain yg sengaja masuk pertandingan alhasil menunggu lagi untuk mendapat pertandingan baru,mohon baik sistem waktu tunggu matchmaking yg terlalu lama butuh waktu minimal menit dapat buah tanding main yg sengaja masuk tanding alhasil tunggu lagi untuk dapat tanding baru,mohon baik sistem waktu tunggu matchmaking yg terlalu lama butuh waktu minimal menit dapat buah tanding main yg sengaja masuk tanding alhasil tunggu lagi untuk dapat tanding baru
"sangat tidak menyenangkan, sehabis season main sinyal sangat tidak stabil & sangat mempengaruhi pertandingan. lebih baik benahi sistem dulu agar player bisa bermain dengan nyaman. terimakasih",sangat menyenangkan sehabis season main sinyal sangat stabil sangat mempengaruhi pertandingan lebih baik benahi sistem dulu player bermain nyaman terimakasih,sangat senang habis season main sinyal sangat stabil sangat pengaruh tanding lebih baik benah sistem dulu player main nyaman terimakasih,sangat senang habis season main sinyal sangat stabil sangat pengaruh tanding lebih baik benah sistem dulu player main nyaman terimakasih
"assalamualaikum warahmatullahi untuk aplikasi mobile legends ini kenapa selalu kayak ngesetuck di ml nya seperti kaya pas lagi login nih terus tiba² ngestuck logonya, meskipun saya udah ulangin lagi tetep ngestuck logo ml. mohon kepada mobile legends benerin lagi biar gak ngestuck lagi terima kasih.",assalamualaikum warahmatullahi aplikasi mobile legends kenapa selalu kayak ngesetuck ml nya kaya pas login nih terus tiba ngestuck logonya meskipun udah ulangin tetep ngestuck logo ml mohon mobile legends benerin biar gak ngestuck terima kasih,assalamualaikum warahmatullahi aplikasi mobile legends kenapa selalu kayak ngesetuck ml nya kaya pas login nih terus tiba ngestuck logo meski udah ulangin tetep ngestuck logo ml mohon mobile legends benerin biar gak ngestuck terima kasih,assalamualaikum warahmatullahi aplikasi mobile legends kenapa selalu kayak ngesetuck ml nya kaya pas login nih terus tiba ngestuck logo meski udah ulangin tetep ngestuck logo ml mohon mobile legends benerin biar gak ngestuck terima kasih
"Game ini sangat tidak bagus. Banyak masalah dan sama sekali tidak menyenangkan untuk dimainkan. jadi saya meminta anda untuk jangan pernah bermain game ini. kalo anda memaksa untuk memainkan ini game itu hanya akan membuang-buang waktu anda dan anda dapat merasakan ""setres"". *TERIMAKASIH*",game sangat bagus banyak masalah sama sekali menyenangkan dimainkan jadi meminta jangan pernah bermain game kalo memaksa untuk memainkan game hanya membuang buang waktu dan dapat merasakan setres terimakasih,game sangat bagus banyak masalah sama sekali senang main jadi minta jangan pernah main game kalo paksa untuk main game hanya buang buang waktu dan dapat rasa tres terimakasih,game sangat bagus banyak masalah sama sekali senang main jadi minta jangan pernah main game kalo paksa untuk main game hanya buang buang waktu dan dapat rasa tres terimakasih
"mohon untuk segera di perbaiki, entah bug atau apa, tapi pas di draft pick suka ngelag mulu jadi suka susah kalo mau ganti emblem, harap di perhatikan lagi, sama match making suka gajelas suka berat sebelah",mohon segera perbaiki entah bug apa pas draft pick suka ngelag mulu jadi suka susah kalo mau ganti emblem harap perhatikan sama match making suka gajelas suka berat sebelah,mohon segera baik entah bug apa pas draft pick suka ngelag mulu jadi suka susah kalo mau ganti emblem harap perhati sama match making suka gajelas suka berat belah,mohon segera baik entah bug apa pas draft pick suka ngelag mulu jadi suka susah kalo mau ganti emblem harap perhati sama match making suka gajelas suka berat belah
"apasih mulai nga baik ML ini, sementara main ko, menghubungkan kembali, jika anda mmasih mengalami masalah, silakan hubungi customer,,, dari game sampai aku coba relog malah gitu Mulu sampai sekarang,,, coba buka apk lain lancar"" aja",apasih mulai nga baik ml sementara main ko menghubungkan jika mmasih mengalami masalah silakan hubungi customer game aku coba relog malah gitu mulu sekarang coba buka apk lancar aja,apasih mulai nga baik ml sementara main ko hubung jika mmasih alami masalah sila hubung customer game aku coba relog malah gitu mulu sekarang coba buka apk lancar aja,apasih mulai nga baik ml sementara main ko hubung jika mmasih alami masalah sila hubung customer game aku coba relog malah gitu mulu sekarang coba buka apk lancar aja
kepada pihak moonton yang terhormat mohon sistemnya di perbaiki yaa soalnya setiap mau masuk dalam battle nya pasti terjadi lag sehingga masuknya lama saya sering masuk didetik 40 keatas dan itu sangat berpengaruh sama peforma main saya bersama tim.,pihak moonton terhormat mohon sistemnya perbaiki yaa soalnya mau masuk battle nya terjadi lag masuknya lama sering masuk didetik keatas itu sangat berpengaruh sama peforma main bersama tim,pihak moonton hormat mohon sistem baik yaa soal mau masuk battle nya jadi lag masuk lama sering masuk detik atas itu sangat pengaruh sama forma main sama tim,pihak moonton hormat mohon sistem baik yaa soal mau masuk battle nya jadi lag masuk lama sering masuk detik atas itu sangat pengaruh sama forma main sama tim
lama main game moba memang sangat menyengkan tpi sering juga rasa nya terbawa perasaan saat solo rank ngga adil di epic sampe berbulan² dapat musuh keras² dapat tim aduhai bikin ngelus dada berkali² sering kalah dari pada menang saat loading aman jaringan saat main lag minta ampun pengen banting hp rasa nya tolong lah yg seimbang kami juga pake modal main ini selain top up kuota juga tolonglah monton yg seimbang kalo kasih lawan,lama main game moba memang sangat menyengkan tpi sering rasa nya terbawa perasaan solo rank ngga adil epic sampe berbulan musuh keras tim aduhai bikin ngelus dada berkali sering kalah pada menang loading aman jaringan main lag minta ampun pengen banting hp rasa nya lah yg seimbang pake modal main selain top up kuota juga tolonglah monton yg seimbang kalo kasih lawan,lama main game moba memang sangat seng tpi sering rasa nya bawa asa solo rank ngga adil epic sampe bulan musuh keras tim aduhai bikin ngelus dada kali sering kalah pada menang loading aman jaring main lag minta ampun ken banting hp rasa nya lah yg imbang pake modal main selain top up kuota juga tolong monton yg imbang kalo kasih lawan,lama main game moba memang sangat seng tpi sering rasa nya bawa asa solo rank ngga adil epic sampe bulan musuh keras tim aduhai bikin ngelus dada kali sering kalah pada menang loading aman jaring main lag minta ampun ken banting hp rasa nya lah yg imbang pake modal main selain top up kuota juga tolong monton yg imbang kalo kasih lawan
"game nya mudah , tapi kalah terus Udah kalah hampir 10 kali bikin mood orang rusak lain kali bikin game benar dikit ya , bukan bikin orang terhibur main game nya tapi bikin naik darah sama stress kalo gak niat buat hiburan gak usah buat game lagi.. moonton...",game nya mudah kalah terus udah kalah hampir kali bikin mood orang rusak kali bikin game benar dikit bukan bikin orang terhibur main game nya bikin naik darah sama stress kalo gak niat buat hiburan gak usah buat game moonton,game nya mudah kalah terus udah kalah hampir kali bikin mood orang rusak kali bikin game benar dikit bukan bikin orang hibur main game nya bikin naik darah sama stress kalo gak niat buat hibur gak usah buat game moonton,game nya mudah kalah terus udah kalah hampir kali bikin mood orang rusak kali bikin game benar dikit bukan bikin orang hibur main game nya bikin naik darah sama stress kalo gak niat buat hibur gak usah buat game moonton
Moonton please laah kasih menang masa saya sudah menang MCL kemarin terus pas main di rank di kasih tim yang tidak pas dengan playernya kalok bisa samain lah biar adil samain tim dan musuh jangan dikasih tim yang tidak sama dengan mainya player yang hebat kalok bisa adill lah please makanya kok no 2 kwkwkwk sini dikasih team bot sedangkan musuhnya player hadeuhhh cape main game ni,moonton please laah kasih menang masa sudah menang mcl kemarin terus pas main rank kasih tim tidak pas playernya kalok samain lah biar adil samain tim musuh jangan dikasih tim tidak sama mainya player hebat kalok adill lah please makanya kok no kwkwkwk sini dikasih team bot musuhnya player hadeuhhh cape main game ni,moonton please laah kasih menang masa sudah menang mcl kemarin terus pas main rank kasih tim tidak pas playernya kalok samain lah biar adil samain tim musuh jangan kasih tim tidak sama mai player hebat kalok adill lah please makanya kok no kwkwkwk sini kasih team bot musuh player hadeuhhh cape main game ni,moonton please laah kasih menang masa sudah menang mcl kemarin terus pas main rank kasih tim tidak pas playernya kalok samain lah biar adil samain tim musuh jangan kasih tim tidak sama mai player hebat kalok adill lah please makanya kok no kwkwkwk sini kasih team bot musuh player hadeuhhh cape main game ni
"geme hina sekali , selver ga bnr , pembagian tim juga asalan ,geme gajelas benerin dong selver nya udah pake wifi aja leg parah , pembagian tim beda banget ga adil , gua mythic biasa ketemu musuh mythic imortal sangat ga adil , sedangkan tim gua pangkat nya legend sampe lebih rendah , ini geme di kasih bintang 1 tetep ga patut , nih geme juga update muluk tapi selver ga di benerin juga , leg parah banget pake wifi/Kouta sama aja leg nya padahal bgs sinyal gua , developer nya ngapain aja coba",geme hina sekali selver ga bnr pembagian tim asalan geme gajelas benerin dong selver nya udah pake wifi aja leg parah pembagian tim beda banget ga adil gua mythic biasa ketemu musuh mythic imortal sangat ga adil tim gua pangkat nya legend sampe lebih rendah geme kasih bintang tetep ga patut nih geme update muluk selver ga benerin leg parah banget pake wifi kouta sama aja leg nya padahal bgs sinyal gua developer nya ngapain aja coba,geme hina sekali selver ga bnr bagi tim asal geme gajelas benerin dong selver nya udah pake wifi aja leg parah bagi tim beda banget ga adil gua mythic biasa ketemu musuh mythic imortal sangat ga adil tim gua pangkat nya legend sampe lebih rendah geme kasih bintang tetep ga patut nih geme update muluk selver ga benerin leg parah banget pake wifi kouta sama aja leg nya padahal bgs sinyal gua developer nya ngapain aja coba,geme hina sekali selver ga bnr bagi tim asal geme gajelas benerin dong selver nya udah pake wifi aja leg parah bagi tim beda banget ga adil gua mythic biasa ketemu musuh mythic imortal sangat ga adil tim gua pangkat nya legend sampe lebih rendah geme kasih bintang tetep ga patut nih geme update muluk selver ga benerin leg parah banget pake wifi kouta sama aja leg nya padahal bgs sinyal gua developer nya ngapain aja coba
ini game makin ke sini makin jelek apalagi pas turun season masa pas main gw lag parah sedangkan wifi gw bagus hijau hijau aj. terus dapet tim ga berguna semua sedangkan musuh jago nya luar biasa nyesel gw mainin ni game sama top up buat ini game.,game makin sini makin jelek pas turun season masa pas main gw lag parah wifi gw bagus hijau hijau aj terus dapet tim ga berguna semua musuh jago nya luar biasa nyesel gw mainin ni game sama top up buat game,game makin sini makin jelek pas turun season masa pas main gw lag parah wifi gw bagus hijau hijau aj terus dapet tim ga guna semua musuh jago nya luar biasa nyesel gw mainin ni game sama top up buat game,game makin sini makin jelek pas turun season masa pas main gw lag parah wifi gw bagus hijau hijau aj terus dapet tim ga guna semua musuh jago nya luar biasa nyesel gw mainin ni game sama top up buat game
"gimana ya, soal nya pas aku masuk game nya lama banget dan harus loh ulang trus pas lagi draf pick lag parah mau ganti skin patah patah. padahal HP lancar internet lancar cuma game nya aj g lancar. trus tim nya milih janggel malah pick miya apa ga bundir gw kalo gini trus",gimana soal nya pas aku masuk game nya lama banget harus loh ulang trus pas draf pick lag parah mau ganti skin patah patah padahal hp lancar internet lancar cuma game nya aj g lancar trus tim nya milih janggel malah pick miya apa ga bundir gw kalo gini trus,gimana soal nya pas aku masuk game nya lama banget harus loh ulang trus pas draf pick lag parah mau ganti skin patah patah padahal hp lancar internet lancar cuma game nya aj g lancar trus tim nya milih janggel malah pick miya apa ga bundir gw kalo gin trus,gimana soal nya pas aku masuk game nya lama banget harus loh ulang trus pas draf pick lag parah mau ganti skin patah patah padahal hp lancar internet lancar cuma game nya aj g lancar trus tim nya milih janggel malah pick miya apa ga bundir gw kalo gin trus
"monton tolong kalo kasih tim itu yg waras , aku main dapet timnya serasa bot/komputer males main jadinya ,setiap main kalah teruss lagi , sama tolong kenapa kalo main sekarang suka ngeleg ngeleg padahal sinyal nya bagus🙏🏻🙏🏻",monton kalo kasih tim yg waras aku main dapet timnya serasa bot komputer males main jadinya main kalah teruss sama kenapa kalo main sekarang suka ngeleg ngeleg padahal sinyal nya bagus,monton kalo kasih tim yg waras aku main dapet tim serasa bot komputer males main jadi main kalah teruss sama kenapa kalo main sekarang suka ngeleg ngeleg padahal sinyal nya bagus,monton kalo kasih tim yg waras aku main dapet tim serasa bot komputer males main jadi main kalah teruss sama kenapa kalo main sekarang suka ngeleg ngeleg padahal sinyal nya bagus
"jelekk, grafik dah burik,losetreak mulu, dikasih team yg isinya beban, jelekkk banget dah pokoknya,padahal aku player epik (badak) tapi musuhnya dikasih yg udah pro, pokoknya pengalaman aku maen game ini burukkkk, jelekkk, gak nyamannn, udah dah kalo boleh ngasih bintang 0 aku ngasih bintang 0 , kalo disuruh rate, aku bakal ngasih -1/10",jelekk grafik dah burik losetreak mulu dikasih team yg isinya beban jelekkk banget dah pokoknya padahal aku player epik badak musuhnya dikasih yg udah pro pokoknya pengalaman aku maen game burukkkk jelekkk gak nyamannn udah dah kalo ngasih bintang aku ngasih bintang kalo disuruh rate aku bakal ngasih,jelekk grafik dah burik losetreak mulu kasih team yg isi beban jelekkk banget dah pokok padahal aku player epik badak musuh kasih yg udah pro pokok alam aku maen game burukkkk jelekkk gak nyamannn udah dah kalo ngasih bintang aku ngasih bintang kalo suruh rate aku bakal ngasih,jelekk grafik dah burik losetreak mulu kasih team yg isi beban jelekkk banget dah pokok padahal aku player epik badak musuh kasih yg udah pro pokok alam aku maen game burukkkk jelekkk gak nyamannn udah dah kalo ngasih bintang aku ngasih bintang kalo suruh rate aku bakal ngasih
"Aku main kemarin tiba tiba leg semua gamenya bagus sih tapi tolong lah masalah jaringan diperbaiki leg nya gk kayak dulu masih bagus,dapet tim gk imbang woi plis lah jan kasih tim yg aneh lah entah julian roam fanny roam ngaco bet nih kalau ngasih tim",aku main kemarin tiba tiba leg semua gamenya bagus sih tolong lah masalah jaringan diperbaiki leg nya gk kayak dulu bagus dapet tim gk imbang woi plis lah jan kasih tim yg aneh lah entah julian roam fanny roam ngaco bet nih kalau ngasih tim,aku main kemarin tiba tiba leg semua gamenya bagus sih tolong lah masalah jaring baik leg nya gk kayak dulu bagus dapet tim gk imbang woi plis lah jan kasih tim yg aneh lah entah juli roam fanny roam ngaco bet nih kalau ngasih tim,aku main kemarin tiba tiba leg semua gamenya bagus sih tolong lah masalah jaring baik leg nya gk kayak dulu bagus dapet tim gk imbang woi plis lah jan kasih tim yg aneh lah entah juli roam fanny roam ngaco bet nih kalau ngasih tim
kenapa disaat menemukan pertandingan TPI tidak bisa akses masuk . dan ada pemberitahuan sinyal tidak stabil padahal sinyal baik2 saja,disaat menemukan pertandingan tpi bisa akses masuk ada pemberitahuan sinyal stabil padahal sinyal baik,saat temu tanding tpi bisa akses masuk ada pemberitahuan sinyal stabil padahal sinyal baik,saat temu tanding tpi bisa akses masuk ada pemberitahuan sinyal stabil padahal sinyal baik
"apalah moonton ini. setelah update kemarin, susah sekali masuk gamenya. loading di walpaper sora mulu lah aku, stuck disitu. udah aku perbaiki konten, hapus cache, restart hape, bersihin ram. semua sudah ku coba tapi gak bisa masuk mlbb-nya. ini pihak moonton gimana solusinya? ku kasih bintang 1 dulu lah ini. kalau sudah di fix ku kasih bintang 5 nya. terimakasih",apalah moonton setelah update kemarin susah sekali masuk gamenya loading walpaper sora mulu lah aku stuck disitu udah aku perbaiki konten hapus cache restart hape bersihin ram semua ku coba gak masuk mlbb nya pihak moonton gimana solusinya ku kasih bintang dulu lah kalau di fix ku kasih bintang nya terimakasih,apa moonton telah update kemarin susah sekali masuk gamenya loading walpaper sora mulu lah aku stuck situ udah aku baik konten hapus cache restart hape bersihin ram semua ku coba gak masuk mlbb nya pihak moonton gimana solusi ku kasih bintang dulu lah kalau di fix ku kasih bintang nya terimakasih,apa moonton telah update kemarin susah sekali masuk gamenya loading walpaper sora mulu lah aku stuck situ udah aku baik konten hapus cache restart hape bersihin ram semua ku coba gak masuk mlbb nya pihak moonton gimana solusi ku kasih bintang dulu lah kalau di fix ku kasih bintang nya terimakasih
"ini game udah mulai hancur,, lelet tiba tiba padahal sinyan bagus,, kalo udah kalah sekali pasti kalah berkali kali sampai 10 x kalah dan habis kalah pasti macting nya sangat lama ada yng 10 menit lama nya macting,, saya yakin banyak player mulai jijik sama game ini,,,smoge semua nya pindah ke game sebelah ,, lebih masuk akal,, kalo main kita bagus gak akan turun. rank walau kalah akibat tim lol,,yg penting poin bagus gak akan turun rank,,, engak kayak gem asu ini",game udah mulai hancur lelet tiba tiba padahal sinyan bagus kalo udah kalah sekali kalah berkali kali x kalah habis kalah macting nya sangat lama yng menit lama nya macting yakin banyak player mulai jijik sama game smoge semua nya pindah game sebelah lebih masuk akal kalo main bagus gak turun rank kalah akibat tim lol yg penting poin bagus gak turun rank engak kayak gem asu,game udah mulai hancur lelet tiba tiba padahal sinyan bagus kalo udah kalah sekali kalah kali kali x kalah habis kalah macting nya sangat lama yng menit lama nya macting yakin banyak player mulai jijik sama game smoge semua nya pindah game belah lebih masuk akal kalo main bagus gak turun rank kalah akibat tim lol yg penting poin bagus gak turun rank engak kayak gem asu,game udah mulai hancur lelet tiba tiba padahal sinyan bagus kalo udah kalah sekali kalah kali kali x kalah habis kalah macting nya sangat lama yng menit lama nya macting yakin banyak player mulai jijik sama game smoge semua nya pindah game belah lebih masuk akal kalo main bagus gak turun rank kalah akibat tim lol yg penting poin bagus gak turun rank engak kayak gem asu
Gua saranin ya monton Server lu di tambahin lagi kapasitasnya masa game Segede ini Setelah update jaringan ga stabil Mulu.Lu gak kasian sampe player lu yang ngeleg Dan akhirnya pindah game? eh moonton seharusnya lu lebih kembangin sistem dan difitur buat game lu bukan nambah skin Collab Mulu kita pemain itu butuh Sistem dan fitur yang baik kalo skin itu nomor 2.,gua saranin monton server lu tambahin kapasitasnya masa game segede setelah update jaringan ga stabil mulu lu gak kasian sampe player lu ngeleg akhirnya pindah game eh moonton lu lebih kembangin sistem difitur buat game lu bukan nambah skin collab mulu pemain butuh sistem fitur baik kalo skin nomor,gua saranin monton server lu tambahin kapasitas masa game gede telah update jaring ga stabil mulu lu gak kasi sampe player lu ngeleg akhir pindah game eh moonton lu lebih kembangin sistem difitur buat game lu bukan nambah skin collab mulu main butuh sistem fitur baik kalo skin nomor,gua saranin monton server lu tambahin kapasitas masa game gede telah update jaring ga stabil mulu lu gak kasi sampe player lu ngeleg akhir pindah game eh moonton lu lebih kembangin sistem difitur buat game lu bukan nambah skin collab mulu main butuh sistem fitur baik kalo skin nomor
