text,sentiment
main selalu pilih tim nya jelek banyak sistem hitam baik la habis seson kasih huni asli epic gem dah setting menang kalah nya apa ayo la baik monton capek gw tim nya aneh aneh,Positif
makin kesini game nya makin gak asik mainin niat nya ngilang tres malah makin stres karna lawan gak imbang sama teman sendiri lawan jago teman sendiri kek gakk maen mana sering nya solo rank,Netral
maksud gimana yah aku udah pake data terus sinyal nya udah bagus kok tetep ngeleg kali kalo update baik dulu masalah jaring jangan nyusahin player aku ga maksud kata buruk hal lain kasihan player main udah pake data tetep aja ngeleg,Positif
game nya si seru ada kurang update terus buat maen suka kadang ngelag padahal sinyal bagus lawan nya buat rank nya di bawah adilin don moonton jangan kasih lawan lebih tinggi dariereka mampu nya,Netral
alam kena minimal klo kalah ga kasih tim feed lah matchmacking bobrok game ga pernah ngasih alam seru ada temenya itu klo punya padahal apa susah sih tinggal bikin matchmacking adil dasar riwayat capek main buat senang malah banyak stress benah,Netral
udah beberapa season belakang aja sering ngeframe pas in game sinyal kadang suka naik main solo rank sendiri selalu dapet tim imbang kadang dapet tim komputer udah gitu musuh jago mohon buat developer game moonton masa iya sih game update mulu event banyak in game masalah gapernah dibenerin mohon evaluasi selesaiin masalah harus cepat selesai masalah sangat ganggu bikin nyaman main,Positif
moonton baik jaring nya update terus bukan nambah bagus malah nambah jelek jangan game doang di update jaring game di update jangan bikin player gak nyaman mainin game pada pindah game percuma banyak event kalo banyak masalah jaring masa baru update season jaring kayak begini ping lebih kita gak nyaman main nya di lihat lah,Netral
pihak moonton sayang mohon mati verifikasi kali masuk akun apa guna fitur mati verifikasi kalian tetap pasang verifikasi sebut ini justru sulit main kurang nyaman guna aplikasi mohon segera baik alam guna jadi lebih baik terima kasih banyak,Positif
game busuk tim payah sinyal gampang lag jangan fisual bagus dong hanya bagus fisual nya lebih baik introspeksi balas buat player masih ajar player sungguh main main selalu tim jelek teman selalu tim bagus tolong benah tidak jangan harap banyak orang betah main game moba payah,Positif
game nya sedikit bagus padahal sinyal ku bagus gak gerak trus saat main jaring nya merah saat pencet jadi hijau rekomendasi kamu main moba saya sudah main game sudah hampir tahun tapi makin banyak update makin jelek game nya model tampil skin hero cukup bagus untuk efek nya kurang pantas harga nya sangat mahal lebih kata sangat rekomen,Positif
ya monton ni ya kalo loading selalu hubung padahal wi fi ku bagus lo ya server nya,Positif
main rank nemu dark systemmmm mulu dark system mulu pas v temen ku lag pas mati baru lancar padahal sinyal nya bagus ada janggal game game mungkin emang udah setting biar main kalah tim gak imbang,Negatif
kurang nya cuma satu teman temen bagus menang main langsung kasih temen drak sistem udh dulu kek gitu pusing sumpah stres bukan monton nya kita yg main selalu kasih temen drak sistem hedeh,Netral
apa tiap main sinyal selalu ms padahal pakai wifi bagi tim nya ituloh sangat sangat imbang tim sendiri ga main tim musuh jago jago saran cuma baik bagi tim nya,Positif
akhir akhir jaring makin jelek ping merah terus pas ku cek atur jaring ku normal mentok ms pas ku coba rank ping langsung naik drastis an gila emang ws ku hancur males main sekarang entah kapan baik ku harap segera di baik bisa main,Netral
dear moonton pls ga perlu update fitur tambah butuh kamu improve baik sistem matchmaking tambah update interactive emote fitur yg jujur ga guna sama sekali juga mohon skrg player sangat lag main mlbb servernya sangat down jumping juga adil pilih lawan rekan kalau tara ini yg buat player rasa ga nyaman mereka lose streak km mau player kalah apa menang moonton,Netral
kasih lah tim benar lose streak gara gara dapet tim yg ga bener rank naik turun banyak troll banyak afk jaring selalu lag baik sistem nya,Netral
game banyak skin gratis sistem match nya gajelas masa tim gw kasi tim ga normal musuh gw jago sengaja apa pls lah masa kasi menang sedikit baru menang kalah banyak karna tim nda jelas ayo muak gw main rank gin rangin aja skin gratis nya baik dulu sistem match nya sinyal nya tidak normal padahal game lancar cmn game yang normal sinyal nya baik saya mohon temen gw aja pensi gara tim ga bagus,Positif
assalamualaikum warahmatullahi aplikasi mobile legends kenapa selalu kayak ngesetuck ml nya kaya pas login nih terus tiba ngestuck logo meski udah ulangin tetep ngestuck logo ml mohon mobile legends benerin biar gak ngestuck terima kasih,Negatif
konsisten tim ngetrol koneksi internet tidak stabil rank bsa naik turun yang tahan bintang udah malas hancur cuman habis data,Netral
udah bagus si bahkan lebih baik pada tahun lalu minus cuma pas main kadang suka hubung ulang padahal wifi sama sinyal bagus aja hero suka gerak sendiri padahal sinyal tempat bagus bagus,Positif
gw udah main season yg paling parah update season sekarang server down gin ping merah kuning gak stabil update bukan bagus malah buruk,Netral
game sih sering hubung ulang pas hampir mau main hp ram sering kena kena ingat afk padahal jaring nya bagus menit baru masuk game nya kalo mau ngerusak akun bilang aja afk berapa kali gw perkara gin masuk menit menit kalah gold jadi baru ml nya hp ram ga gerak soal game tolol,Netral
gua janji g bakal ganti rating mau ganti foto profil tiba malah menu lobby ulang ulang kali terus eh pas gambar malah biru latar belakang ml pdhal harus foto pandang jakarta eh mana cooldown nya lama pas mau ganti fix gak,Negatif
kalo ngasih tim ngotak ton monton kalo emang sistem ganti sistem awal geme buat ngehilangin stres malah bikin stresss capekk ton monton rank cuma naik turun kalo tambahin fitur cara pilih lane besar map kalo ga di kasih bintang ga gw kasih mending ni gw kasih,Netral
game apa banyak bug hero gak gera padahal sinyal bagus sama kembali dah tanding tiba tiba kontrol jadi besar seperti tadi menggangu gameplay dan jadi kalah,Netral
moonton anj gua kasih lost x padahal party kasih musuh ga ngotak pas war kasih lag dilay gua stres tot frustasi gara game di kasih menang x doang apa apa,Negatif
baik jaring nya jelek bangett gilir war lag gilir udah mati malah lancar pdhal pake wifi data game rusak,Negatif
capek sekali gua main tadi kasih tim bot terus padahal sinyal gua lancar buat main langsung ubah jadi ngelag habis upgrade kok malah gak enak buat main yah trimakasih,Negatif
game nya udah lumayan bagus grafik nya sudah lebih baik yang dulu dulu masih kurang kurang bagi hero nya hero emblem nya di bikin lebih kuat ya mooton,Positif
sinyal padahal bagus gameplay nya patah patah pas main sama temen behh makin ngeleg padahal bagus lo sinyal nya lama lama pindah game aja wkwkwk kocak,Positif
game sangat buat kecewa kasih tim yg gk main kalo niat game rame jangan kek gin bukan orang tetap game lu malah ken pindah game lalu mau naik rank lanjut jangan susah game laen gk di kasih susah tambah sering ngeleg tiba padahal tadi bagus di perbaikin,Positif
kalau team main bagus sinyal dimainin kalau team mai jelek sinyal lancar banget alam pribadi aja sih,Negatif
game nya gila bug sikit lag dikit tiba keluar tanding ngasih lawan damage nya tinggi kali patah tolong montoon di baik semua nya udh bagus mulai skin hero nya game burik apa makin update makin buruk apaa lahh,Negatif
akhir akhir sangat kecewa utama jaring selalu lag team fight pada wifi saya lancar aman moonton di perhati trima kasih,Negatif
sistem kurang adil tim musuh rata main kalo udh tim sendiri yg maen cuma satu duo orang sisa tau kalo udh kalah kasih musuh bot semua tdk ad rasa harga playernya akan kalo kasih musuh yg tetbilang gampang bangt rasa akan sepele playernya player solo kalo udh win strek kali aj langsung kasih kalah contoh daet tim yg ngetroll feeder yg rank tdk sesuai skill mungkin akun hasil dijokiin makanya main g sesuai,Negatif
bug emang udah jadi sejarah monton season pasti yang nama lag sinyal bagus sinyal in game ngelag di baik server nya sinyal nya yang niat nya mau main malah nangung sabar ngelag,Negatif
hei montoon ml game nya bagus aku gak sengaja afk sinyal hilang dong update lanjut saat ingin naik kredit score banyakin dong kapasitas per hari kredit score gitu biar lebih mudah naikin nya kalau udah update itu baru aku kasih bintang,Positif
basmi cheater tolong tindak tegas player troll tolong lebih suka patch dulu patch pilih awal role sangat susah player solo sering ketemu tim yg kadang ga main benar saran saya tolong banget win rate sekarang nambahnya dikit sekali kalo menang kalo kalah kurang banyak plis montoon,Positif
game burik system nya banyak bug sinyal bagus tetep ngeleh in game harap baik lagi game nya guna data tingkat tinggi masih banyak bug juga hero dikit,Negatif
gw suka gamenya soal seru keren banyak skinnya ad kurang contoh banyak player toxic banyak bully banyak bug update aja sih gw thanks,Positif
posisi menang tiba tiba waktu war vs lsg lag jadi nya kalah koneksi stabil buruk awal awal masalah jadi bukan sekali dua kali tanding,Negatif
halo moonton suka game tema moba epic jelas sedikit salah koneksi sering stabil selalu bug matchmaking terlalu lama saat pilih hero selalu freze keluar game yang sering jadi ketika mendownload buah konten bug freze jadi makin parah mohon maaf saya lebih buat singgung itu yang bisa saya sampai,Negatif
game jelek usah download rekomendasi game nya waktu main rank komposisi tim imbang selalu main tim sesuai rank server nya sangat jelek waktu main sinyal bagus sinyal lag baik kalau tidak ini buruk main baru akan pensiun saran kritik tidak di benar,Negatif
lah baik prime nya lag mulu jaring bagus loby pas main lag banget skin terus terus keluar kan kolab sama sama prime di baik lah min baik bisa main nyaman karna percuma main tapi lah mah habisin quota aja y min baik,Positif
matchmaking jelas ketemu tim tau main musuh jago atur tidak bisa pokok di ubah sistem match nya jadi rugi top up game kalo tim buruk,Negatif
lumayan bahkan segi gameplay bagus adil layan langgan nya gercep responnya seperti biasa moonton pilih kasih bulan lalu baru main enak banget banyak event hadiah khusus mula eh pas udh lama main mulai dah rumor orang orang moontod oke deh sekian abangkuh semangat bikin game nya jadi lebih baik fadhlan,Positif
game nya bagus skinnya keren keren colector and legend sumpah bagus bagus bgttt plisss skin nya banyak keren keren hero nya banyak tampil gak kalah bagus hero ngambil cerita sejarah budaya negara ada dunia contoh kayak kadita indonesia real nama nyi roro kidul ratu pantai selatan ahhh suka bgtttt kurang banyak lovers and drak sistem ranked dari segi model bagus gw kasih bintang bagus bgtttttt,Positif
game rusak ngechat ga masuk lobby ga buka profile ga mainin event spongebob masak tiba tiba balik tampil awal padahal akun tidak kena hukum jenis nya sinyal lancar,Negatif
sekarang game kayak gak mentingin sinyal padahal main game lancar banget pakai wifi dan sinyal aman kok mobile legend sinyal atas benar game optimal koneksi bagus versi dulu percuma kalau update besar besar benar kalau misal sinyal optimal bisa buat user game sangat ganggu pdahal sinyal bagus loh banyak teman yang pakai wifi sinyal bagus lag di game saja,Positif
dong moonton kasih draft yg imbang semua sih udh bagus cuma klo matchmaking tuh team sama lawan gak imbang masa yg rank tinggi team nya rank rendah musuh rank tinggi semua gw kasih rating biar muncul atas karna game nya emang asik cuma suka bikin stresl,Positif
game nya bagus drak sistem tolong di rangin moonton tolonggg plissss legend lho epic gimana moonton enak nya hapus aja ini game biar sepi minat soal ngasih game nya gak yang bagus gak bikin neng malah bisa bikin stress,Positif
gamenya bngst kont l gw enak nya farming monster jungler tiba jaring buruk padahal jaring gw bagus tolil game nangkep jaring pake apa sih pancing eh gw kasih tau aja klo player lu afk gara jaring lag gk usah kasih ingat lagi wi fi udh bagus tetep aja lag heran gw,Negatif
game yg sangat ramah sopan gak kata kasar satu bintang mau honor eh malah turun balik legend wauuu game bukti hilang stres terima kasih monton buat game ramah ini makin senang,Netral
game sangat jelek sering sebab lag jaring buruk asli sangat lancar jadi main game sangat buruk sering dapat tim sangat jelek tidak guna,Negatif
nyebelin bgt dah nih game enak enak main nge lag mana game kikir hadehh moga cepet ubah biar player u stay ga pindah game kalau ngasih lawan bener dong ga bener semua njir lah,Negatif
benerin matching masa solo mulu nemu trio duo party beban cape lu kalo mau dapetin duit jangan gitu moonton sekarang gw ls malem sampe pagi maksud gw gin klo adain sistem gk main klo tim beban lah cape main game buat fun klo ujung nya kalah gk fun nya,Netral
orang main game buat ilangin stress ini malah nambah lipat tolong buat matchmaking adil jangan tim isi nya gak main musuh jago semua mana adil apa ngeluarin duit dulu baru dapet tim yang bagus,Positif
selaku developer akun salah apa pus reng pagi sampe jam ga naik malah turun terus tim ga pernah bener ni akun kenapa top up udah sering ngerugiin game ga pernah ko tim kaya bintang mulu baik game nya sudah pusing hampir stres selaku developer beri adil akun rasa rugiin ini bukan masalah skill isu sering ko dapat mvp kalah karna tim saya seperti binatang sy mohon berikeadilany,Netral
mohon maaf besar besar mlbb mau main ga masuk tanding padahal tanding nya udah temu ga masuk terus akun mlbb kena ban beberapa menit matching sama kredit skor nya turun alas nya tidak siap lah gimana mau siap masuk aja ga padahal jaring bagus jadi lah moonton kalo gin terus malah ngerugiin player nya,Positif
untuk soal lag jaring jelek kek gimna pas war ngelag analog jalan sendiri baik lah terus soal tim aneh bgt tim trol ga ad sistem buat blacklist dri ml juga pas report ga ad langgar apsi tiap hari main kek gitu smpe lomba gw kga menang karna dan kalo buat game yg bener dikit,Negatif
geme nya si bagus hero baru cuman game nya lag banget padahal ping lancar sering hero nya jalan tempat coba monton baik lag sulit rank,Netral
games mobile lengends sangat bagus populer collap sama anime yg senang semua games yg bagus main anak abang kasih hero gratis di kasih skin gratis dan jika tidak punya internet main offline,Positif
game rusak makin kesini makin parah tiba tiba leg lah pas awal season meendding kalo patah ampe gak gerak trus langsung keluar sendiri makin banyak main makin rusak game nya d per baik jaring nya min kecewa kalo ampe gin terus,Negatif
jauh main game dari hingga sekarang cukup senang bahkan sudah banyak top up beli atribut skin sangat sayang sistem match making nya cukup aneh kadang main selalu temu musuh tidak imbang tapi tim sendiri player nya sangat repot tim mohon di tindak lanjut match making seperti karena beberapa kali saya alami seperti,Negatif
wih keren sih gamenya minimal kalo buat game niat kalo mau kalahin kalahin aja terus pada menang kalah menang kalah ni akun gw luku infesmeno buat aja tu match kalah terus pada kalah menang developer keren jadi kasih bintang,Positif
jaring parah sekali padahal udah pake wifii banyak bug apa saat war jaring tiba tiba merah di baik aku coba game belah lancar lancar aja cuma mlbb jaring nya parah,Negatif
monton baik bug mu lag mau start match ramai banyak mrasakan bug baik kita kecawa soal device yakin bukan device update sangat lancar main skarang stalah update stak baik bug mu monton,Negatif
event and fitur si gak masalah nya masalah nya tu cuman di bagi tim lawan kawan gak adil banget gitu oke sering dapet tim gg musuh nya lebiihh dari gg gimana si moonton mlbb bukan nya jadi game hypan malah jadi game tambah streess hidup orang tau gak si,Positif
adalah game moba jelek pernah main saat wifi sedang lancar malah bilang koneksi baik bagus sangat senang,Positif
segi game fitur nya udh oke satu min cari lawan nya yg imbang kelas rank jgn lawan sulit min saja masuk terimakasih selamat malam,Positif
apa moonton moonton apasih pas tanding gak ngelag tiba tiba ngelag saya coba wifi kok normal pas tanding merah nya yaampunn gak chat gerak pas relog kagak di apa apain kata hubung tanding pas nunggu lama bener dah baik lah jaring mu moonton oerbaiki server mu moonton ada aku malas main mlbb gara gara tolong banget moonton baik lah sistem mu banyak player resah kalo kayak gin plis moonton moga di baik kan,Negatif
bapak monton analog bisa gerak spertinya kunci analog anda moonton tipu player atur sepenuh kendali moonton sungguh biadap moonton,Netral
grafik mulai bagus masih bnyak bug yg kurang lihat sperti awal seson selalu dapat bug jaring darri sinyal hp full bila game selalu merah sangat menggangu game play serta saat nge deffen base tim harus kena bug jaring walaupun dapat comeback itu momen yg boleh buang pleas lebih perhati bug hanya event juga butuh nyaman,Negatif
game udah betul betul ga ramah player solo mau mitik awal season aja match anjir gila gila aja ide bikin game kalah game rusak udah kayak judi beda nya moonton yg atur bukan bandar,Negatif
segera baik masalh stuck loading match sering kali stuck itu ganggu banget wok mana kadang telat masuk tanding sampe menit,Negatif
game nya bagus kualitas geravik bagus semenjak upgrade jadi makin bagus semua hero nyata skin hero dunia nyata benar benar real sering ngeleg gpp satu kata buat mlbb bagus,Positif
kalo kalian mau buat stres bikin emosi bikin ngomong jorok jangan download game moonton ni kikir banget sama ga otak masa pas gw main rank abis reset season malah ditemuin sama gm mana tim musuh ex imo glory semua moonton ni aneh bener saran gw jangan download dewasa klo kecil banyak dosa gw kasih bintang ulas tidak tenggelam,Negatif
montoon ada saran main game lebih enak maksimal tim mau tim musuh kalau dapat mvp akan turun bintang seperti tim yang mvp ada terap mungkin gameplay jadi lebih maksimal akan turun bintang kalau mvp,Netral
game nya enak jaring nya burik ada masalah jaring aja ga tanggapin dgn serius bikin player nya afk terus kurang kredit skor nya aneh emang game,Netral
game paling edan walaupun banyak even tp pelit soal jaring baru isi kuota gb jam yg lalu bisa nge lag parah padahl sedang hutan di tempat yg susah jaring buat masuk nge lag percuma game banyak event colab bagus tp jaring nge lag saya kasih bintang dulu,Negatif
beri tim bot terus selalu beri musuh pro main jadi rank selalu turun tidak selalu win streak saya ingin beri musuh bot tim bot computer,Netral
woii moonton kalo ngasih tim yg tara lah jgn sama yg baru main system lu rusak woii masa player satuin sama yg baru main mending kalo ngerti malah ampun lah moonton baik system match nya kasi solo kalo tim sama org yg ngga ngerti,Negatif
update sekarang main rank classic brawl atau lain kalok pakai data biasa bisa kalok pakai jaring wi fi bisa montoon di baik jaring nya,Positif
game nya sangat bagus tpi kadang kadang sering lag padahal sinyal bagus hp dukung banget kalau tetang grafik skin hero bagus banget yah monnton dong saya kok sekarang iklan biasa gak saya jadi ganggu tanding tiba tiba iklan mohon diperbaikin,Positif
game nya aneh jaring bagus main ngelak ngelak dong baik server nya enak enak perang tiba tiba jaring jaring cuman skin dong baik server nya dong percuma beli skin mahal mahal kalau server nya gk baik,Positif
game sangat seru tarik suka main game tapi sedikit nyebelin karna ketemu dark sistem bisa mabar sama temen tarik nya saat temen bawa jonshon aku ikut naik mobil aku nabrak orang langsung mati dan parmain nan seru banget kalian nyobain,Positif
halo maaf kok stuck stuck loading ga masuk lobby ntah padahal wifi lancar akun advance server nickname yuee osaka nomer kalea kalau ga salah baik dong mau push rank epic mulu ketemu tim ga sesuai,Negatif
buat game ml yg lumayan kenal match ga pernah adil sekali losestreak terus padahal skill maen dah bagus banyak bug contohny pasif bened kaga full tiba tiba ngefreeze ga fungsi pas dah mau keluar pasif jaring server acak kadul,Negatif
monton udah match kasih team boot semua jelas di cek player lama udah gak main satu team sama tolong mudah solo player kalo kayak gin banyak yang bakal pensi main game,Netral
developer saya wakil sekian banyak player yg keluh soal masuk match making padahal sinyal bagus alhasil bisa masuk ulang kali ban tidak bisa ikut tanding lama beberapa menit,Positif
ada sistem baru pilih line tanding main solo gak respect main mobile legend banyak player tes line ranked bukan clasic mungkin sistem pilih line bagus buat yang main squad main lima orang untuk main solo sangat rugi depan mungkin moonton lihat lgi apa bila baru sistem utama nyaman player game bikin bad mood malas orang main lg alias boring,Netral
kenapa server nya tiba eror weyyy masa satu tim afk smua jaring ms tp stuck gabisa gerak tulis nya ubung mulu di baik la server nya jgn kaya gin lama pindah ke game belah,Netral
plis lah kasih tim waras dikit apalgi player solo kasih mudah buat player solo jangan kasih dark system mulu masalah jaring sering banget lag,Negatif
gamenya tambah ngelag woi moonton mending belum dah kenapa sih makin depan malah makin rusak prioritasin nyaman player lah jgn banyak nambah nambahin yg ga perlu game juga kalo playernya cabut mah rugi sendiri gw ngomong gin karna udh berapa bulan ga dibener benerin mana ngelag sampe macet bukan cuman karna koneksi internet gw gw dalam gamenya mh lancar jaya di loby sampe draft sering macet,Negatif
gin montoon mohon maaf nih nij pas main win enak tim kompak l tiba tiba nih kok main ketemu sama dark sistem udah gitu hero alpha kok bisa jadi mid gimana kali wajar lahh kali kali lah montoon lu sengaja apa gimana dah bintang full mesti ketemu tim ngtroll lah ya tolong bgt yaa baik apa kek,Netral
game banyak bug selalu update event mulu ngurus bug keluh player hp ram draf pick lag mulu lihat hp tmn saya ram ga lag pas drafpick kan aneh sistem game gjls banyak dark sistem tim musuh mantan ino semua tim stuck honor semua,Negatif
tim moonton ingin lapor sistem matchmaking imbang tanding mlbb ini asa sangat adil rank mampu main komposisi tim sering kali imbang sebab kalah untun asa wajar jujur masak game serama mobile legends kalah soal imbang honor of kings bagai main ingin tanding adil bas skill mohon segera laku evaluasi baik terima kasih,Positif
moonton tolong sinyal gw dh bagus napa suka ngelag sih gw mati mati ngepush cuma buat glory kali aja coba gilir dh honor noh main sekali ngelag kck padahal sinyal bagus wifi lancar apas mau lu ton emg stres ni game,Negatif
capek sumpah kasih menang kasih kalah terus terus naik turun begitu aja kasih skuad solo matching nya gak gak adil kasih tim nya aneh aneh pick hero nya algoritma nya gak ramah pindah game lain aja lah bodo saya mundur diri terimakasih,Negatif
game rusakkkkkkkkk reset season selalu ngelag banget gabisa gerak udah gitu kalo kalah bintang turun padahal kalah hasil lag balikin bintang ge montoon kalo ge kasi rating udh gw kasih rating mending lu upgrade enggine moonton enggine lu udh terlalu jadul game lu udah banyak bug lag segala macem kalo lu gak urus masalah lag ama bug gw tetep kasih rating kalo,Negatif
game nya bagus asik mes nya gw buka ml langsung ngeleg apa coba ni game padahal hp gw bagus sinyal lancar gw baru login langsung gak skip iklan lu atack on titan lama lama gak asik ni game mau gw hapus jadi lu baik lah biar gw sering maen baik montok sekarang gc,Positif
banyak bug bagi tim adil jaring sangat stabil server sering bentrok server lain sebenernya banyak mau gw ketik cuma batas nya jaid komentar gw gak bakal muat,Negatif
awal suka maen ml tpi lama lama mls lain sinyal oke wifi oke tpi pas masuk tanding suka lag gk jelas terus banyak yg gunakin chit lah baik lag sama bugnya jngn fokus skin trs,Positif
niat bikin game kagak lu update doang lu ngebut ui aja gak optimal mana mobile legends dulu tiap update kagak masalah ui lag lah optimal lah kalo rating minus bintang udah gw minusin bos bintang aja udah banyak gw ngasih rating aplikasi lu,Negatif
jujur game nya bagus tim nya sering gak bener bayangin aja udah main menit kalah tim nya gak bener tambah developer nya kikir gimana gak stres tuh orang yang main,Positif
banyak bug leg jaring jelas jaring bagus season naik turun mythic x baru kali rasa nyaa dengan game beri team solo sangat tidak jelas nickname saya lumiere sekian terimakasih,Netral
game gak adil yg main sendiri imbang team sedang kan musuh jago beberapa kali report tetap sama teman nya drag sistem semua mohon pada pihak ml buat player nyaman tidak buat strees,Netral
kata main adil lalu dapat musuh capai rank tinggi lebih tinggi epic bintang naik epic itu dua kali kalah musuh lebih hebat tim imbang capai rank tinggi lebih tinggi tim turut lebih baik hapus aplikasi mlbb pindah honor of kings tetap main mlbb dapat musuh tidak masuk akal buat saya hampir stres dari hasil party publik random,Positif
sinyal nya jelek padahal ms hp juga gak kentang jelek banget sinyal mana udah afk kali karna hero gabisa gerak padahal sinyal bagus,Negatif
sangat disanyangkan login ml selalu jaring lemah saran min mudah kbdata ml nya biar enak mainnnya banyak akun ml semua antara keredit kurang karna faktor lag akhir main rank bisa,Negatif
developer game yah event skin lama harga gacha skin juta uang keluar terlalu serakah uang penting player game sini bukan remaja main ada anak anak tabung uang jajan untuk beli satu skin bisa sungguh serakah luar biasa kalian yang mau gacha usah top up biar sepi sekali event toh mereka saja tidak duli minat game,Negatif
sangat suka main game sedikit saran aku bagi draf pilih hero bisa lihat animasi skin hero nya dong kayak draf rank grand master atau master soal turut bosan aja gitu bagi draf hero nya rank epic legend myitik cuma lihat skin nya aja gak ada animasi sama sekali,Positif
tolong moonton jangan cuma ngeluarin skin terus guna cheat banyak edar baru awal season udah ketemu player cheat lag padahal awal draft pick bagus aja ping nya pas digame langsung bikin lag kan kocak emang ni game udah rusak,Negatif
game selalu batas playernya ingin guna kreativitas main hero sangat kecewa game selalu buat susah playernya yang main guna change lumayan lama kecewa selalu dapat nerf kurang mampu sistem lebih baik pindah main honor of king atau lague of legend main game,Negatif
game penting rating jual fokus imbang matchmaking selalu beri tim tidak imbang tim lawan masa mvp pakai tank,Netral
pliss gua kalo rank selalu anggap afk mulu padahal udah main karena hp gua gak dukung draftpick jadi baik draftpick nya hp bisa main rank sampe mythic ku kasih bintang kalo udah baik,Positif
update skrang mlah bikin lag parah buka main malah kaya nnton kartun gerak sendiri trus patah dong moonton segera baik lag nya soal lag bukan cuma satu orang hampir semua orang saya tanya dalam match semua keluh lag parah sampe gk main cuma liatin doang gamenya,Negatif
game bagus benar cuman kalau ngasih musuh sama tim imbang dong jangan musuh jago tim gabisa maen khusus orang sabar main game hp juga rusak karna game mana adill montoon ini tim jelek musuh nya baguss adill manaa montoon gamee gajelass mendingg hapuss ajaa game gajelasss kasih tim baguss lahh montoonn tuju main game tuh biar ga stress main buka ngilangin malah nambah stress sinyal udah bagus padahal ping merah,Positif
game paling rusak pernah gua mainin segi grafik sama bagus segi game tanding ngga banget gua main dari lusa kemarin kalah mulu frustasi gua kalo sekal menang mah mending lah pure kaga menang sama sekali temen gua bahkan hampir gantung diri waktu cuma gara gara losetreak ml ga mikir banget sumpah moonton mending lu uninstall ni game pindah hok yang jauh lebih friendly asik,Netral
game tambah berat jaring sering stabil matchmaching patah patah padahal divice oke sejak update patch baru rusa sering jadi ngefreez masuk game keluar lihat lihat quest event saya harap developer tangan rusa jadi sekarang mobile legends sudah tidak seru seperti terus,Negatif
rasa betul betul kecewa ada bag dalam game sekali kali alami bag itu sangat ganggu saya saat main mohon sistem mllb baik bag bag sebut,Netral
game bagus semua bagus walaupun bug paling jelek sistem nya main rank habis reset season malah ketemu ex mawi musuh nya imo ga adil imo loh high rank nya harus se tim imo musuh ex imo jangan ex imo malah kasih baru epic legend mawi sistem busuk epic satu tim epic kan ga adil sering kena lose streak yang ga wajar u sudah match gendong tim di trolll tidak bintang yang nmbh,Netral
server down player kena sangsi langgar afk hah kalian buat player sedang main alami alam main buruk kalian beri sangsi kalian tuhan bisa suka kalian,Netral
sekarang gila ping bagus nge lag parah kaya jaring nya kaya ilang anjir tim gw jg ngeluh kaya gitu pas tim lawan mah lancar lancar aja tpi pas kalah langsung normal apa ni moonton lag bug apa sengaja buat gw kalah,Negatif
game nya bagus sekali main hampir jam tidak naik bintang nya tim nya luar biasa ramah erti masalah jaring padahal jaring bagus tetap delay ml sangat bagus man,Positif
kasih bintang soal sekarang sistem nya aneh masak main kalah mulu gk menang nya sama satu kalo org yg ngetrol kredit skor nya turunin yg banyak minimal berapa kek masak main udh serius timm nya poke semua udh main ml tahun lo kalah mulu menang cuma sekali lain kalah trus siapa yg gk emosi coba main timm gk jelas semua trus sama musuh tlong sesuai lah sama renk nya udh aja yg saya bilang tolong di baik sistem min,Positif
game bikin stres aja lose streak kali menang kali gk game haram buang buang waktu ngapain dowload game kalo gak victory begadang gak tidur gak makan malah kurang bintang apa guna,Netral
game sangat cocok orang banyak pikir lagi stres dapat sembuh ketemu dark sistem main sangat ramah sering ucap kata kata sopan kalian bahagia download lah game buat senang,Negatif
sangat kecewa sih tahun main game baru kali ngalamin enak main malah jaring elor sulit sambung ulang dalam game padahal jaring bagus paket masih banyak malah suruh advance server bnrin lah bug gin bikin kecewa delover aja,Negatif
haloo min mlbb belum mau kasih ulas kalo gamenya udah cukup bagus iring waktu waktu mulai grafik gameplay event mauu kasih masuk kalo matchmaking main solo mungkin lebih seimbangin karna terkadang main high tier suka ketemu sama low tier notabene nya bener baru main mlbb jadi turut jadi kurang balance lebih udah bagus dan moga next update lebih improve untuk mlbb terima kasih,Positif
capek frustasi main game karena sering losestreak bahkan pin jaring terkadang stabil masa gin mulu jadi males main nya kalau ada ubah ayo baik sistem nya,Positif
gamenya bagus udah gk gw mainin karna masuk match ngelag parah kek lama loading mungkin hp keluar tahun lalu udah bilang low spec padahal baru aja beli skin patrick,Negatif
server eror jaring ngelag orang orang hilang bintang gara gara updetan patch baru kompensasi cuman debu ungu sama box box sampah tolong kasih lah lebih harga guna satu matchmakingnya baik moontod kasi tim sama sama paham main,Negatif
tiap mau ganti akun verivikasi email kalau minimase ml nya malah balik masukin email password gitu aja terus mau masukin kode verifikasi malah close inputan kode gara minimaze kocak,Negatif
jaring perna beres liat map pink kalau tekan mnculnya lebi mana leg lagi aneh main youtube ig tiktok ok aja main ml pink bagus mas aja leg game makin kesana makin rusak jaring game tailh,Negatif
banyak citer moonton lah jadi pukul awal game normal mana posisi musuh udah kalah tiba jaring mulai ilang ga main sampe game selesai yg jaggalnya hasil tanding sebut ada riwayat gimana moonton lah sangat resah,Netral
susah sekali sekarang ganti akun keluar dulu dri mobile legend buka email liat kode verifikasi buka mobile legend malah ulang awal begitu terus jadi malas main,Netral
